date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,next_day_close
2014/1/29,57.58857,58.191429,56.864285,57.202858,28968100,74.55963922075351,68.14999958868985,75.49202423300198,120.51637665773512,51.3005428,50.63044679564747,48.432614220000005,47.89524684246926,1.208931149638012,50.684785899999994,1.327143999999997,2.4490202651592083,2.0780019473062987,57.810001
2014/1/30,58.157143,58.455715,57.35857,57.810001,18379200,76.13243587196897,69.35651124583849,85.00100463255998,103.87133909390828,51.45742854,50.912003235250175,48.594228519999994,48.09243414379971,1.5145345194243944,50.945500200000005,1.2528569999999988,2.2781397987078926,2.019063022394913,58.475716
2014/1/31,57.472858,58.914288,57.471428,58.475716,23625000,77.88166194261916,70.66852392724927,92.99855277755056,92.98856236322523,51.65045712,51.20862478098847,48.75877141,48.29892183255448,1.7898131764019283,51.27771455,1.442859999999996,2.158814113178193,1.9779056635851169,57.76857
2014/2/3,58.842857,58.878571,57.245712,57.76857,20145300,71.39702733875727,67.36889806960389,62.4382024630097,76.89325587085861,51.84214284000001,51.46588200012537,48.88922853,48.48722457084097,1.9286800994064848,51.5725716,1.6328590000000034,2.0836776684384515,1.9532594732916135,57.987144
2014/2/4,57.921429,58.361427,56.715714,57.987144,18066300,72.23080413251687,67.86829576430185,34.74936720466354,65.23798144695608,52.031828579999996,51.72162202985831,49.02867139,48.67611359199767,2.032935812864949,51.9035717,1.6457130000000006,2.0211112872329586,1.9312918680255244,57.774284
2014/2/5,57.592857,58.25,56.857143,57.774284,16762900,69.91526054700871,66.79616790295637,-11.37477161,59.20508783705867,52.1916,51.95898512612344,49.175828519999996,48.856999851783996,2.0744699950643124,52.3672859,1.3928569999999993,1.9313606747711074,1.892832234544776,58.272858
2014/2/6,58.060001,58.701427,57.202858,58.272858,12852000,72.3384603161135,68.06855276453909,62.03760600045505,62.85415294024325,52.36320004,52.20659179578942,49.32191422,49.04418734939047,2.123142622177255,52.845286,1.4985690000000034,1.8695332926609498,1.8646705749001977,61.425713
2014/2/7,59.062859,61.5,58.651428,61.425713,32921000,82.64910776716698,74.67706114556592,233.33333333333223,110.01906423160771,52.59102857999999,52.568131308237604,49.504514209999996,49.290313182886486,2.3885908897691266,53.50907155,3.2271420000000006,2.0634773937093853,1.961989962517191,61.491428
2014/2/10,61.347141,61.767143,60.611427,61.491428,13812400,82.80496250840463,74.79415424837882,137.59279845988084,137.55142047254876,52.80599996,52.91806948483684,49.691499910000005,49.5328341730431,2.5745849924095054,54.21121445,1.1557159999999982,1.9337971946080441,1.9043989651341635,61.998569
2014/2/11,61.422855,62.251431,60.787144,61.998569,13667500,84.091543829411,75.72695805195457,98.79058450531312,168.48040371199383,53.01028562,53.27417236719197,49.87302845,49.78059642727387,2.7314225600725806,54.90535715000001,1.4642869999999988,1.8667243096640378,1.872962396165409,61.275715
2014/2/12,62.111427,62.128571,60.791428,61.275715,15673000,74.7863560208229,71.65643001181508,65.28337264216539,123.69513057386744,53.190657099999996,53.587962469198686,50.04935703,50.009050446335145,2.765510106721571,55.555142950000004,1.3371429999999975,1.7910698368548892,1.8346895821190004,62.364285
2014/2/13,60.812859,62.784286,60.714287,62.364285,18700500,78.89034760651063,73.9291497821159,73.75106001167447,114.52188531818662,53.398171379999994,53.93213631814288,50.22467133,50.254580729099374,2.8475385821924775,56.3135,2.069999000000003,1.830916860161334,1.8514973976960358,62.215714
2014/2/14,62.437141,62.528572,61.669998,62.215714,11985400,76.897350372699,73.06799562593558,77.03071387326757,100.90208385862711,53.60551422,54.25698643555929,50.415342759999994,50.49226242764741,2.867503506484148,57.0551428,0.8585739999999973,1.6920107372811428,1.7805742978053303,62.407143
2014/2/18,62.422855,63.034286,61.142857,62.407143,15507800,77.74258639268874,73.49637527565926,88.39434935749847,87.90445917326856,53.8357428,54.576604137147676,50.60157133,50.72900865086825,2.865738128000075,57.818071399999994,1.8914290000000022,1.7204990605266943,1.7884924908249658,61.175713
2014/2/19,61.667145,62.32143,61.138573,61.175713,16031400,60.994788146115326,66.20154847118246,-43.55963597,56.648581052844186,54.03622850000001,54.83539561289908,50.774557019999996,50.936568439459236,2.7334632801764442,58.52892845,1.2685699999999969,1.6559377661657375,1.7513551700267977,62.135715
2014/2/20,61.478573,62.53857,61.308571,62.135715,11965100,67.38512376995666,68.80130448496222,38.77512720970804,65.88863656263197,54.266257100000004,55.12168572247316,50.94804273,51.1590632975695,2.6752599175569927,59.25192855,1.3628569999999982,1.6140690852849175,1.7236053007218535,61.747143
2014/2/21,62.671429,62.671429,61.378571,61.747143,13483400,62.546206926137245,66.56930614906904,15.084553604335296,57.819323138921035,54.484999939999994,55.38151025760354,51.11922845,51.36940431041264,2.5681745033451406,59.56271425,1.2928580000000025,1.5681817873870725,1.692837636366751,63.857143
2014/2/24,62.209999,64.241432,61.214287,63.857143,26043500,74.25727282384769,71.9001589752838,214.4877957582853,102.6187161478403,54.724714219999996,55.713891307519674,51.31607132999999,51.61746779029417,2.623327816920927,59.99785715,3.0271450000000044,1.7766051034746344,1.7881453052489766,64.718575
2014/2/25,64.285713,65.398567,63.57143,64.718575,18700500,77.59419785416071,73.74114430425712,180.27623507883695,177.3897495934606,54.97914286,56.067019521916016,51.49951421,51.877699281994836,2.7053618509960273,60.510714400000005,1.8271370000000005,1.783823945835401,1.7909304263040127,64.112854
2014/2/26,65.128571,65.14286,63.714287,64.112854,15010100,70.1360402273328,70.25565262357134,99.1421535095977,162.32122027117643,55.194742839999996,56.38254533029164,51.66817131999999,52.12071517512232,2.6904835717067854,60.81085705,1.428573,1.7330738107160581,1.7650477529845758,64.604286
2014/2/27,63.977142,64.875717,63.977142,64.604286,10304700,72.62645111989957,71.4353185835956,79.44958949379276,141.07315321346306,55.43262858,56.704969368106205,51.85461419,52.368650228000874,2.687368571438796,61.180928449999996,0.8985749999999939,1.6138596948994777,1.7031568420304444,63.66143
2014/2/28,64.732857,64.885712,63,63.66143,15751400,61.2023854432595,66.0249217707956,26.679034863908253,79.53772936693836,55.65925714,56.97777405053479,52.02371418,52.59292187335825,2.5790891772636613,61.4734999,1.885711999999998,1.652695738485266,1.716196496176343,63.655712
2014/3/3,63.027142,63.67857,62.585712,63.655712,13528200,61.13434663237002,65.99227857110104,-30.84358012,36.502556922257185,55.86131426,57.239656095790345,52.20575703,52.812613295810294,2.4644074276699612,61.73249969999999,1.0928579999999997,1.5727189187016566,1.6716723178614945,64.997147
2014/3/4,64.417145,65,63.655712,64.997147,12387900,70.20124514677323,69.76847863667979,67.346316557252,99.2679236597696,56.08628581999999,57.54387379783451,52.42384278,53.054567267808935,2.4534816987403048,62.09392855,1.3442879999999988,1.5400859303157053,1.648287723720465,64.785713
2014/3/5,64.855713,65.262856,64.558571,64.785713,10868900,67.31357603810383,68.47780287492776,98.41652537616352,103.22311942296557,56.305600080000005,57.827869619948814,52.65965706,53.28750517835779,2.4000952193954035,62.433857,0.7042849999999987,1.4206857974134617,1.5808589577188363,64.358574
2014/3/6,64.991432,65.428574,64.141426,64.358574,11809000,61.36435661639705,65.82838662038614,57.89019855815988,77.4284323857276,56.519428659999996,58.08397751776966,52.86897137,53.50732440609087,2.296842926813717,62.7630715,1.287148000000002,1.4016089692115388,1.5598796035898232,64.052856
2014/3/7,64.867142,64.934288,63.644287,64.052856,11573800,57.146918543666516,63.92210136372643,-10.11678682,43.59861377669853,56.713114340000004,58.31805280274761,53.0797142,53.71669778171485,2.1653846471373726,63.0520714,1.2900009999999966,1.3856649736098898,1.5406025604709408,62.849998
2014/3/10,64.067146,64.111427,61.728573,62.849998,15439200,43.4418555244609,56.93593147496804,-128.5454194,-47.88608786,56.88900002,58.49577732486209,53.244842750000004,53.89802292174632,1.9417590360370482,63.12328565,2.382854000000009,1.5281205488084784,1.600763377595587,62.497143
2014/3/11,63.234287,63.811428,62.235714,62.497143,10448200,40.14676409213326,55.035730939601045,-92.61099196,-64.78201441,57.06200006,58.65269462772882,53.410257030000004,54.068734140225374,1.7162774998665213,63.1735714,1.5757139999999978,1.5349196132644098,1.598974136338333,62.368572
2014/3/12,61.954285,62.785713,61.382858,62.368572,12134500,38.89269720406583,54.324290579879325,-110.4251269,-119.7519906,57.25937150000001,58.798416202906914,53.57268562,54.23349568653561,1.5098030826412412,63.192071549999994,1.4028550000000024,1.516053239940923,1.5849656265967833,61.437141
2014/3/13,62.815716,62.897144,61.182858,61.437141,11390400,30.769232846849036,49.34748022999969,-96.71946821,-144.7398031,57.439571459999996,58.90189621660737,53.715485599999994,54.37648948635976,1.2565274556742096,63.20014285,1.7142859999999942,1.5443722056636473,1.5942027961274805,60.64143
2014/3/14,61.104286,62.14143,60.42857,60.64143,14989100,25.467569162105605,45.51157189373858,-121.3784405,-161.9386533,57.60048576,58.97011361401495,53.84547133,54.50084381188115,0.9802972128338681,63.1140001,1.7128599999999992,1.5684418905688404,1.602678310691419,60.388573
2014/3/17,61.169998,61.542858,60.330002,60.388573,10695300,23.93839502499013,44.33226334743669,-110.115216,-146.0126481,57.771628639999996,59.02573977493002,53.9422285,54.61770525502855,0.7325350999224369,63.02264305000001,1.2128560000000022,1.5176439062018636,1.574833859922817,60.035713
2014/3/18,60.33857,60.894287,59.5,60.035713,14688100,21.80666169979554,42.67058728861576,-116.8638684,-145.3217207,57.934914320000004,59.065346775106434,54.08184276,54.72523854239965,0.5019231299803408,62.904071550000005,1.3942869999999985,1.5000214910301686,1.561937655640496,60.012856
2014/3/19,59.98143,60.778572,59.580002,60.012856,10531500,21.66088849556192,42.55930591527461,-89.09140727,-120.0723833,58.107828600000005,59.102504186226895,54.210199890000005,54.83017915865427,0.31370096401472125,62.84592869999999,1.1985699999999966,1.4569569923115726,1.5359828230907844,60.610001
2014/3/20,59.952858,61.742859,59.92857,60.610001,14494900,34.920735461578374,46.485826968046595,-24.04323327,-76.74853537,58.35002862,59.1616219935983,54.34312848,54.94488319664009,0.2102940138794125,62.769642999999995,1.8142890000000023,1.5080044219813484,1.5558618357299747,57.998569
2014/3/21,60.871429,61.191429,57.962856,57.998569,26770800,18.738462248509492,35.16491471085813,-151.4604472,-128.3315542,58.53574288,59.116011860827726,54.4544999,55.00548278320377,-0.081438702,62.5822143,3.2285729999999973,1.7537999331268697,1.67534120462213,54.128571
2014/3/24,57.927143,58.064285,52.657143,54.128571,42483700,10.403385023350452,25.32278583601483,-210.4817558,-227.8882664,58.655314260000004,58.920425073516725,54.54721417999999,54.988081444950616,-0.617793933,62.0957857,5.407142,2.275705942680174,1.9418984043245546,52.977142
2014/3/25,54.142857,54.990002,52.25,52.977142,30356900,9.011936857942317,23.238758073909665,-137.7260465,-217.6828283,58.765885700000005,58.68735415161216,54.609414189999995,54.94817826223962,-1.122826767,61.508714049999995,2.740001999999997,2.34203395086872,1.998905804022127,53.182858
2014/3/26,53.287144,53.921429,52.367142,53.182858,27152300,11.479752306563896,24.435296341336567,-92.75998486,-166.1994345,58.867228559999994,58.471490669847434,54.686757070000006,54.91315035334277,-1.489301623,60.96221425,1.5542870000000022,2.229498672173189,1.9671473180171999,52.025715
2014/3/27,53.001431,53.975716,51.647144,52.025715,28672000,9.74520893414281,22.327057831557767,-78.67940515,-137.2903792,58.94214288,58.21871415477988,54.74632853,54.855859473672275,-1.851761403,60.3332857,2.328572000000001,2.2436520047198765,1.9929633667327833,51.267143
2014/3/28,51.459999,52.714287,50.82143,51.267143,24699500,8.735706759421817,21.045172770790657,-83.60424079,-121.6923569,59.023542860000006,57.94610248653047,54.78861426,54.78465697541617,-2.175150035,59.71357135000001,1.8928569999999993,2.1935384326170366,1.9858129119655061,50.290001
2014/3/31,51.644287,52.408569,49.982857,50.290001,22125600,7.558953429320667,19.49266307523058,-96.50116464,-109.5980307,59.081685719999996,57.64586211764243,54.80922854000001,54.69548348990671,-2.481677812,59.0452858,2.425711999999997,2.2267060851003166,2.017234275399192,52.098572
2014/4/1,50.25,52.17857,50.248569,52.098572,21338800,28.38905788518514,29.81314906059336,-66.35641352,-84.6413699,59.18068574,57.4283205665028,54.84235713,54.643963001697976,-2.549280204,58.400357050000004,1.9300009999999972,2.1843196443717,2.0110033271559042,51.84
2014/4/2,52.237144,53.007141,51.185715,51.84,24194100,27.360694894088113,29.23609739010101,-13.31042981,-67.0260968,59.278314300000005,57.20917000262713,54.881285690000006,54.588336856756506,-2.593820241,57.753071399999996,1.8214259999999953,2.132477695175742,1.9974620895009256,50.669998
2014/4/3,51.618572,52.157143,50.014286,50.669998,21983500,22.968513680847536,26.716261116247594,-87.95086158,-77.60225632,59.3382,56.952731055466366,54.921042809999996,54.51060610682054,-2.692490569,57.0686426,2.1428569999999993,2.1339604530077785,2.007847440251561,48.187141
2014/4/4,50.778572,50.857143,47.982857,48.187141,34958000,16.436206400874525,22.319886499771528,-183.9140612,-104.6747724,59.191314240000004,56.60898135763704,54.92448565000001,54.385167711519294,-2.937175394,56.275356849999994,2.874285999999998,2.239721245435238,2.069735908808903,48.285713
2014/4/7,48.644287,49.741428,47.30143,48.285713,37351300,17.522674388294618,22.86259991101481,-134.0084027,-111.1625604,59.053942799999994,56.28257770242156,54.92461420000001,54.26417723756114,-3.087544652,55.547142599999994,2.4399979999999957,2.2683322103730608,2.0961832010383787,49.841431
2014/4/8,48.578571,50.112858,48.341431,49.841431,25761400,33.4537906365798,31.050184541420194,-50.84926274,-85.27390599,58.96154282,56.02998298950919,54.94627138,54.17644942634143,-3.04606677,54.914356999999995,1.8271450000000016,2.2053054660340523,2.0769661866774554,50.432858
2014/4/9,50.147144,50.557144,49.021427,50.432858,20511400,38.70493776864246,33.9216585708288,-11.38728429,-66.1043218,58.80799996,55.81048728693723,54.97162852,54.10219555230228,-2.931677481,54.31757130000001,1.5357169999999982,2.10964997088633,2.0383055304842665,47.818569
2014/4/10,50.639999,51.068569,47.715714,47.818569,24871000,27.510018145634476,28.30937940841963,-62.99820708,-100.779496,58.620314179999994,55.497077896762505,54.960428490000005,53.97756436581889,-3.017194083,53.6366427,3.352854999999998,2.2872506893311395,2.1322019211683405,46.672855
2014/4/11,47.257141,47.831429,46.23,46.672855,30146200,23.965831947773353,26.25894111590486,-162.7649347,-156.3898651,58.39757126000001,55.15102905962991,54.9274999,53.83268541953391,-3.14120628,52.93821395,1.601429000000003,2.1892761622838344,2.0942895696546744,47.368572
2014/4/14,47.555714,47.857143,46.505714,47.368572,17994200,30.325073981329723,29.593733118890214,-99.67875205,-120.5903359,58.17542838,54.845833919124736,54.91294274999999,53.70448260558544,-3.147070819,52.287213900000005,1.351429000000003,2.0695837105290016,2.0412281003914927,46.610001
2014/4/15,47.011429,47.367142,44.585712,46.610001,30799300,27.408990174777983,28.101498326209878,-111.3492153,-139.4289496,57.952257,54.52285932064918,54.89719991999999,53.563782059929196,-3.176314275,51.61592829999999,2.7828599999999994,2.171480323310573,2.094201807508364,47.344288
2014/4/16,47.292858,47.709999,46.194286,47.344288,16114700,34.519880624944705,31.69206387448085,-46.37858397,-91.18399075,57.73939988,54.241346084629015,54.88561423,53.44043836213998,-3.104452899,50.9824999,1.5157130000000052,2.077799277123349,2.0528811783991916,49.39143
2014/4/17,48.10857,49.96143,47.5,49.39143,32116000,50.3418518013696,40.59855860639871,59.58382219072792,-7.151447728,57.5717428,54.0511528846715,54.8816714,53.36014167369845,-2.849468096,50.42157135,2.617142000000001,2.154848237534299,2.093185522800547,49.784286
2014/4/21,49.900002,49.914288,48.328571,49.784286,47892600,52.890399461551674,42.157230959617955,95.66376091463847,17.423310225316822,57.40197136,53.88382442301694,54.8825857,53.28923024203823,-2.585882167,50.0108572,1.5857170000000025,2.0735437750293997,2.056937771170853,53.271427
2014/4/22,53.804287,54.41143,52.118572,53.271427,64702400,69.23912324782229,53.756472772822114,179.83085088235265,188.2908639856472,57.23888564000001,53.85980878973983,54.91495711,53.288877202838066,-2.071723742,49.968,4.627144000000001,2.438343807168057,2.240523930378031,50.5
2014/4/23,51.818569,52.5,50.42857,50.5,40285000,52.383357386601844,45.88169046744234,73.99569500477632,99.42674029155528,57.01905708,53.72805132896264,54.91252852,53.233575177649286,-1.866366175,49.844142899999994,2.842857000000002,2.496131406144049,2.283547721066424,49.152859
2014/4/24,50.357143,50.842857,47.828571,49.152859,30639000,46.0288298706584,42.61390582446531,-1.872822699,17.549932805172926,56.76214288,53.54863169049431,54.88621425,53.152658864955725,-1.791668604,49.642642949999995,3.0142860000000056,2.5701534909806147,2.335743312420072,46.011429
2014/4/25,48.208572,48.772858,46,46.011429,33071500,34.607408854774135,36.148404988134985,-104.9461663,-87.37655511,56.45685716,53.25305458977632,54.823757130000004,53.01105960140307,-1.963325394,49.34192865,3.1528589999999994,2.653397135126241,2.394108718677078,44.887142
2014/4/28,45.435715,45.842857,42.785713,44.887142,47123300,31.358469152284187,34.15133623359577,-156.4319648,-153.1744094,56.107314300000006,52.92497902678931,54.75274284,52.84997945638807,-2.165126966,49.0229286,3.2257159999999985,2.735156972965349,2.4535092387727984,45.695713
2014/4/29,44.605713,46.375713,44.575714,45.695713,23132900,36.37055460699027,36.85330400805075,-80.7624657,-94.72751172,55.77691428,52.641477933793084,54.691214249999994,52.708129122989774,-2.234058409,48.7932142,1.7999989999999997,2.601562976827442,2.4068299360024183,46.005714
2014/4/30,45.417145,46.057144,44.32143,46.005714,23618700,38.382998540112744,37.905307774121425,-61.95637714,-85.2353689,55.4488857,52.381251487532815,54.64231425,52.57524119086364,-2.237875746,48.488571300000004,1.7357140000000015,2.4778702658520935,2.358893083429964,48.074287
2014/5/1,46.292858,49.384285,46.150002,48.074287,37001300,50.556812476383136,44.544342792651705,22.182408081376195,1.1856162307604174,55.18685718,52.21235066394211,54.61154284,52.486003565979814,-2.050349309,48.30028565,3.378571000000001,2.6065417993017945,2.4317272203290274,48.664288
2014/5/2,48.215714,49.128571,47.721428,48.664288,26194700,53.6068728288316,46.3076558564328,74.84023030726031,20.232614240364743,54.91742864,52.07321074944262,54.59184287,52.4102346323826,-1.832995476,48.20000015,1.4071429999999978,2.435199113687252,2.358542633161545,49.197144
2014/5/5,48.295715,49.354286,48.014286,49.197144,20330800,56.43833243516295,47.91833927802577,97.05833666698875,28.6073618074264,54.66642866,51.960423660625125,54.5757143,52.34653375657059,-1.599308143,48.2505003,1.3400000000000034,2.2787420974462163,2.2857895879346843,46.598572
2014/5/6,49.102856,49.674286,46.52,46.598572,22722700,41.891851004257475,41.396487897274795,31.01286710369317,-21.81275054,54.32125724,51.75015468599859,54.52298573,52.23258066370275,-1.605287535,48.16614325,3.154285999999999,2.4038197978110425,2.34782504594017,45.791428
2014/5/7,46.59,46.834286,45.029999,45.791428,25680900,38.31338146264609,39.593892368479246,-64.38630767,-80.23666344,53.9427143,51.51647882852632,54.46092858,52.104888025053185,-1.656065925,47.9636431,1.8042870000000022,2.318172255266608,2.3090008998011102,45.951427
2014/5/8,45.308571,47.388573,44.908569,45.951427,21168700,39.50840334472726,40.15024240045812,-62.27454216,-63.73650747,53.57948576,51.29824123168536,54.3871143,51.98290147689464,-1.664213564,47.73957155,2.480004000000001,2.3412910759428067,2.3212154069583133,46.935715
2014/5/9,46.011429,47.134285,45.335712,46.935715,17968300,46.89242671100374,43.592129162176306,-56.44779161,-43.5317332,53.22611434,51.12716156808777,54.32937145999999,51.88284798456293,-1.573112945,47.69542885,1.7985729999999975,2.2637599222366913,2.2838838064608953,49.349998
2014/5/12,47.265713,49.361427,47.217144,49.349998,21395500,60.64093460715745,51.030986151927706,72.98770614878791,57.859340144136716,52.9398857,51.057468799481946,54.29957142,51.83263882257867,-1.291218227,47.829286,2.425711999999997,2.2868959333457353,2.294014391713788,49.591431
2014/5/13,49.207142,50.610001,48.677143,49.591431,20832000,61.79485592390838,51.7167212741816,109.11294780559635,114.63802316954308,52.65860008000001,50.99997705793293,54.25995717,51.78821188027285,-1.036386191,47.94042895,1.932857999999996,2.2363190857249156,2.2682175065911383,50.26857
2014/5/14,49.578571,50.628571,49.437141,50.26857,19891900,65.13910024030312,53.67604651346211,107.81074605917318,129.45541681753224,52.36402854,50.97129439794578,54.225157180000004,51.75808899829209,-0.770904008,48.123357399999996,1.191430000000004,2.0870492163356427,2.191304113262548,49.169998
2014/5/15,50.121429,50.255714,48.482857,49.169998,23370200,55.88070860081617,50.12237865998424,53.430566695996326,79.43095947463985,52.05171424,50.900655251905114,54.17865715999999,51.70678798306803,-0.641755288,48.2146429,1.785712999999994,2.0440011854305498,2.1623333194578516,49.982857
2014/5/16,49.352856,49.995712,48.548573,49.982857,19072200,60.70233959735459,52.62183702548954,50.31116558388829,79.90927743894585,51.7641999,50.86466312853847,54.14181428,51.672616988532816,-0.46841349,48.24421425,1.447139,1.9587351589404711,2.111248010924774,52.07143
2014/5/19,49.57143,52.459999,49.507141,52.07143,25393200,70.39951916988579,58.391393963258885,138.8024034612511,144.790591196076,51.52457138,50.911987363862764,54.118842859999994,51.68052192823083,-0.160656532,48.35857145,2.952858000000006,2.1007527076632617,2.171363010144842,53.095715
2014/5/20,52.144287,53.242859,51.771427,53.095715,28828100,74.06168824903018,60.905783694997076,159.52093646357628,180.82747656933606,51.32948572,50.9976238187474,54.109242869999996,51.70857216962636,0.16400378051551456,48.34978585,1.471432,2.010849749425653,2.1213679379913235,55.799999
2014/5/21,53.58857,55.812859,53.335712,55.799999,39939900,81.21884105139794,66.63794486675081,157.34696602720553,209.15168452344778,51.19554284,51.18595241991636,54.128771449999995,51.78966594695206,0.6322246431606686,48.6147858,2.7171440000000047,2.1117489280791317,2.1639233709921926,55.971428
2014/5/22,55.84,56.785713,55.357143,55.971428,33222700,81.59444172403641,66.96858060476481,121.96660098654255,179.80828148416765,51.067599959999995,51.37361828469772,54.16348572999999,51.87254867795284,1.005534758986201,48.95571425,1.4285700000000006,2.0141519383535416,2.11139813020675,57.478573
2014/5/23,55.94857,57.495712,55.665714,57.478573,22122100,84.727279530875,69.80211777513423,101.44123029756467,151.13776184684684,50.9884286,51.61302846444584,54.214000029999994,51.98365834998716,1.4067832000574327,49.529071449999996,1.8299979999999962,1.9878442328744637,2.091298120906166,56.972858
2014/5/27,57.42857,57.459999,56.164288,56.972858,26735100,79.43436441530655,67.70343000765806,76.6623568313864,120.32916624435485,50.915057159999996,51.82321801903534,54.25777146,52.08254099604456,1.6647779820926871,50.13335725,1.3142849999999981,1.8916214853209685,2.0357971836983224,57.32
2014/5/28,56.742859,57.885715,56.214287,57.32,19873700,80.4142169535512,68.40565233525166,73.29936022398965,104.9060662827336,50.85368570000001,52.03877825539677,54.312657169999994,52.18634217673201,1.875631056540847,50.7145716,1.6714279999999988,1.8601652731322587,2.0097708134340433,59.314285
